latitude; longitude; gravity; height; topo
-16.60000;274.40000;978449.66187;0.00000;-4529.22573
-16.80000;274.40000;978459.17432;0.00000;-4465.68651
-17.00000;274.40000;978468.66767;0.00000;-4550.54702
-17.20000;274.40000;978479.37304;0.00000;-4457.12603
-17.40000;274.40000;978489.48902;0.00000;-4216.47179
-17.60000;274.40000;978502.46727;0.00000;-4524.22446
-17.80000;274.40000;978508.83452;0.00000;-4437.87045
-18.00000;274.40000;978520.86994;0.00000;-4342.44320
-18.20000;274.40000;978533.03362;0.00000;-4340.36985
-18.40000;274.40000;978541.71776;0.00000;-4319.73936
-18.60000;274.40000;978554.27449;0.00000;-4278.19044
-18.80000;274.40000;978568.70828;0.00000;-4270.37475
-19.00000;274.40000;978581.79464;0.00000;-4284.24519
-19.20000;274.40000;978589.87020;0.00000;-4437.79595
-19.40000;274.40000;978598.66948;0.00000;-4516.73583
-19.60000;274.40000;978607.21790;0.00000;-4516.48830
-19.80000;274.40000;978621.11917;0.00000;-4433.04570
-20.00000;274.40000;978629.55099;0.00000;-4453.05404
-20.20000;274.40000;978644.96767;0.00000;-4415.93958
-20.40000;274.40000;978653.32677;0.00000;-4467.16068
-20.60000;274.40000;978667.23084;0.00000;-4381.92252
-20.80000;274.40000;978684.38064;0.00000;-4285.11649
-21.00000;274.40000;978696.61973;0.00000;-4217.73253
-21.20000;274.40000;978711.04777;0.00000;-4113.42280
-21.40000;274.40000;978721.33776;0.00000;-4251.53709
-21.60000;274.40000;978736.92963;0.00000;-4013.34723
-21.80000;274.40000;978747.45752;0.00000;-4141.18627
-22.00000;274.40000;978763.38765;0.00000;-3935.17289
-22.20000;274.40000;978769.78675;0.00000;-4174.86686
-22.40000;274.40000;978783.82097;0.00000;-4063.91798
-22.60000;274.40000;978792.89921;0.00000;-4132.30601
-22.80000;274.40000;978811.35379;0.00000;-4057.86025
-23.00000;274.40000;978832.95495;0.00000;-3800.56933
-23.20000;274.40000;978831.55565;0.00000;-3951.27938
-23.40000;274.40000;978827.09319;0.00000;-4227.74016
-23.60000;274.40000;978915.58662;0.00000;-2059.15345
-23.80000;274.40000;978859.45506;0.00000;-3782.90955
-24.00000;274.40000;978867.44423;0.00000;-4181.52760
-24.20000;274.40000;978892.53271;0.00000;-3813.64588
-24.40000;274.40000;978912.56331;0.00000;-3388.34566
-24.60000;274.40000;978964.81302;0.00000;-2374.67149
-24.80000;274.40000;978940.60743;0.00000;-3655.77986
-25.00000;274.40000;978949.08639;0.00000;-3716.65329
-25.20000;274.40000;978963.90329;0.00000;-2043.72379
-25.40000;274.40000;978976.30182;0.00000;-3188.64810
-25.60000;274.40000;979067.35136;0.00000;-1100.81763
-25.80000;274.40000;978996.70983;0.00000;-3699.80225
-26.00000;274.40000;979009.44272;0.00000;-3383.94067
-26.20000;274.40000;979022.59351;0.00000;-3555.70797
-26.40000;274.40000;979059.72249;0.00000;-3294.71237
-26.60000;274.40000;979076.89326;0.00000;-3612.44878
-26.80000;274.40000;979091.27377;0.00000;-3756.78746
-27.00000;274.40000;979102.43017;0.00000;-3935.91845
-27.20000;274.40000;979114.77847;0.00000;-3891.74907
-27.40000;274.40000;979128.83832;0.00000;-4087.92597
-27.60000;274.40000;979151.90983;0.00000;-3622.45228
-27.80000;274.40000;979163.12291;0.00000;-3790.93335
-28.00000;274.40000;979178.47372;0.00000;-3711.35435
-28.20000;274.40000;979187.62929;0.00000;-3837.46135
-28.40000;274.40000;979201.75501;0.00000;-3914.56481
-28.60000;274.40000;979223.23390;0.00000;-3584.78828
-28.80000;274.40000;979240.40984;0.00000;-3640.52265
-29.00000;274.40000;979254.86914;0.00000;-3645.90866
-29.20000;274.40000;979260.78510;0.00000;-3924.43633
-29.40000;274.40000;979276.99176;0.00000;-4187.06368
-29.60000;274.40000;979289.80667;0.00000;-3883.05218
-29.80000;274.40000;979299.49050;0.00000;-3901.52864
-30.00000;274.40000;979301.00770;0.00000;-4239.59048
-30.20000;274.40000;979347.58781;0.00000;-2933.00496
-30.40000;274.40000;979356.37526;0.00000;-3741.99464
-30.60000;274.40000;979361.13722;0.00000;-4003.12761
-30.80000;274.40000;979384.05065;0.00000;-3879.24739
-31.00000;274.40000;979398.94318;0.00000;-3944.36219
-31.20000;274.40000;979409.34426;0.00000;-3994.47372
-31.40000;274.40000;979423.76561;0.00000;-3961.58835
-31.60000;274.40000;979442.32216;0.00000;-3934.78876
-31.80000;274.40000;979456.27681;0.00000;-3905.10765
-32.00000;274.40000;979477.23857;0.00000;-3867.76267
-32.20000;274.40000;979487.48881;0.00000;-3944.73264
-32.40000;274.40000;979506.77515;0.00000;-3851.79803
-32.60000;274.40000;979526.41883;0.00000;-3696.46779
-32.80000;274.40000;979540.38661;0.00000;-3972.50630
-33.00000;274.40000;979562.22746;0.00000;-3841.16479
-33.20000;274.40000;979575.61136;0.00000;-3837.66769
-33.40000;274.40000;979591.94584;0.00000;-3842.11005
-33.60000;274.40000;979609.24485;0.00000;-3695.00011
-33.80000;274.40000;979622.86536;0.00000;-3760.99370
-34.00000;274.40000;979633.13554;0.00000;-3981.08986
-34.20000;274.40000;979649.65988;0.00000;-4069.30401
-34.40000;274.40000;979674.34123;0.00000;-4018.35993
-34.60000;274.40000;979692.34079;0.00000;-3985.09539
-34.80000;274.40000;979708.17430;0.00000;-3925.17960
-35.00000;274.40000;979718.18908;0.00000;-4061.68795
-35.20000;274.40000;979740.23837;0.00000;-3964.39458
-35.40000;274.40000;979760.17127;0.00000;-3881.03272
-35.60000;274.40000;979779.06094;0.00000;-3766.56673
-35.80000;274.40000;979799.98638;0.00000;-3568.61341
-36.00000;274.40000;979796.54565;0.00000;-4100.46070
-36.20000;274.40000;979807.31665;0.00000;-3788.60044
-36.40000;274.40000;979856.80628;0.00000;-3640.37004
-36.60000;274.40000;979872.16842;0.00000;-3720.94656
-36.80000;274.40000;979879.35528;0.00000;-3995.62597
-37.00000;274.40000;979898.41520;0.00000;-3953.83078
-37.20000;274.40000;979911.62460;0.00000;-4052.65671
-37.40000;274.40000;979936.17043;0.00000;-4000.75597
-37.60000;274.40000;979953.76584;0.00000;-4056.99346
-37.80000;274.40000;979975.72641;0.00000;-3809.85603
-38.00000;274.40000;979985.82696;0.00000;-3919.17224
-12.00000;274.60000;978249.81121;0.00000;-4436.86183
-12.20000;274.60000;978256.29859;0.00000;-4548.67770
-12.40000;274.60000;978265.72215;0.00000;-4246.74476
-12.60000;274.60000;978279.29224;0.00000;-4072.49187
-12.80000;274.60000;978272.59247;0.00000;-4491.08519
-13.00000;274.60000;978277.19238;0.00000;-4653.95125
-13.20000;274.60000;978285.09681;0.00000;-4575.78173
-13.40000;274.60000;978301.05021;0.00000;-4542.08083
-13.60000;274.60000;978303.89757;0.00000;-4727.86700
-13.80000;274.60000;978310.19892;0.00000;-4816.69581
-14.00000;274.60000;978324.81149;0.00000;-4677.85529
-14.20000;274.60000;978331.29501;0.00000;-4694.48257
-14.40000;274.60000;978338.78350;0.00000;-4691.95281
-14.60000;274.60000;978348.89144;0.00000;-4735.39336
-14.80000;274.60000;978355.54001;0.00000;-4753.98387
-15.00000;274.60000;978366.72300;0.00000;-4755.67668
-15.20000;274.60000;978379.83596;0.00000;-4684.80673
-15.40000;274.60000;978388.25864;0.00000;-4655.60117
-15.60000;274.60000;978397.29497;0.00000;-4756.59416
-15.80000;274.60000;978407.41400;0.00000;-4665.61636
-16.00000;274.60000;978410.68725;0.00000;-4729.23562
-16.20000;274.60000;978422.20803;0.00000;-4716.77636
-16.40000;274.60000;978434.48816;0.00000;-4646.04072
-16.60000;274.60000;978448.35505;0.00000;-4553.27255
-16.80000;274.60000;978458.25805;0.00000;-4491.76650
-17.00000;274.60000;978468.41199;0.00000;-4402.93344
-17.20000;274.60000;978480.15036;0.00000;-4464.99548
-17.40000;274.60000;978489.95282;0.00000;-4351.10188
-17.60000;274.60000;978500.19904;0.00000;-4558.04181
-17.80000;274.60000;978502.72676;0.00000;-4660.59161
-18.00000;274.60000;978518.77315;0.00000;-4482.45063
-18.20000;274.60000;978530.93771;0.00000;-4327.56803
-18.40000;274.60000;978547.59069;0.00000;-4194.63519
-18.60000;274.60000;978555.80739;0.00000;-4211.19988
-18.80000;274.60000;978568.58579;0.00000;-4220.13279
-19.00000;274.60000;978578.70020;0.00000;-4294.64152
-19.20000;274.60000;978586.40133;0.00000;-4436.10436
-19.40000;274.60000;978599.50182;0.00000;-4423.11040
-19.60000;274.60000;978609.72892;0.00000;-4466.10243
-19.80000;274.60000;978621.79250;0.00000;-4508.14790
-20.00000;274.60000;978627.90519;0.00000;-4563.16326
-20.20000;274.60000;978645.96250;0.00000;-4449.97265
-20.40000;274.60000;978655.25650;0.00000;-4493.69903
-20.60000;274.60000;978664.22738;0.00000;-4617.86843
-20.80000;274.60000;978687.81667;0.00000;-4222.84665
-21.00000;274.60000;978691.95331;0.00000;-4375.35568
-21.20000;274.60000;978704.92103;0.00000;-4309.72692
